Grain x, y, Radius, Tesselation area, Stress 22, M22 
0.000726 0.000727 0.000727 0.000002 1352.778233 0.003013
0.002214 0.000760 0.000761 0.000002 2289.643585 0.004745
0.003624 0.000653 0.000653 0.000002 1127.194131 0.002167
0.005071 0.000780 0.000780 0.000002 0.031270 0.000000
0.006487 0.000641 0.000642 0.000002 1178.364664 0.002364
0.007966 0.000775 0.000776 0.000002 1223.544631 0.002526
0.009371 0.000636 0.000636 0.000002 825.776068 0.001483
0.010626 0.000619 0.000619 0.000002 0.027245 0.000000
0.012088 0.000841 0.000842 0.000002 2112.524680 0.004796
0.013637 0.000713 0.000713 0.000002 -1.021080 -0.000002
0.015155 0.000808 0.000809 0.000002 1153.161653 0.002490
0.016657 0.000697 0.000698 0.000002 485.763379 0.000994
0.018206 0.000861 0.000861 0.000002 783.658945 0.001822
0.019718 0.000586 0.000587 0.000002 1880.303725 0.003604
0.021103 0.000817 0.000817 0.000002 0.032887 0.000000
0.022645 0.000705 0.000706 0.000002 1265.597251 0.002451
0.024046 0.000696 0.000696 0.000002 314.762154 0.000627
0.025522 0.000782 0.000783 0.000002 386.624535 0.000789
0.026991 0.000690 0.000690 0.000002 0.023666 0.000000
0.028367 0.000685 0.000687 0.000002 2550.224166 0.004641
0.029699 0.000648 0.000648 0.000002 33.082451 0.000058
0.031007 0.000661 0.000661 0.000002 106.125968 0.000200
0.032432 0.000769 0.000770 0.000002 3155.911721 0.006426
0.033818 0.000625 0.000626 0.000002 628.347336 0.001099
0.035124 0.000684 0.000684 0.000002 986.432517 0.001959
0.036605 0.000879 0.000811 0.000002 687.206132 0.001570
0.038066 0.000667 0.000667 0.000002 1300.059538 0.002434
0.039359 0.000628 0.000628 0.000002 1211.376788 0.002174
0.040819 0.000851 0.000851 0.000002 859.645781 0.002139
0.042355 0.000694 0.000694 0.000002 295.697537 0.000601
0.043797 0.000831 0.000755 0.000002 394.560199 0.000799
0.045156 0.000621 0.000622 0.000002 2634.945298 0.004510
0.046407 0.000629 0.000629 0.000002 7.614886 0.000013
0.047751 0.000718 0.000719 0.000002 688.469590 0.001344
0.049068 0.001042 0.000638 0.000002 478.370866 0.001022
0.050390 0.000722 0.000722 0.000002 891.594284 0.001833
0.051814 0.000703 0.000703 0.000002 1127.412510 0.002121
0.053239 0.000722 0.000722 0.000002 904.921481 0.001685
0.054626 0.000666 0.000666 0.000002 1711.324058 0.003155
0.055999 0.000708 0.000709 0.000002 883.917353 0.001634
0.057480 0.000775 0.000776 0.000002 1193.487260 0.002510
0.058983 0.000730 0.000730 0.000002 247.262658 0.000504
0.060356 0.000648 0.000648 0.000002 30.242015 0.000061
0.061796 0.000801 0.000802 0.000002 3399.611628 0.007391
0.063258 0.000667 0.000667 0.000002 20.230333 0.000042
0.064735 0.000819 0.000819 0.000002 1527.870093 0.003324
0.066192 0.000640 0.000640 0.000002 0.019877 0.000000
0.067733 0.000618 0.000619 0.000002 2307.766722 0.003715
0.068913 0.000562 0.000562 0.000001 631.121788 0.000904
0.070157 0.000724 0.000693 0.000002 13.003785 0.000023
0.071606 0.000756 0.000757 0.000002 1904.553207 0.003737
0.072980 0.000623 0.000623 0.000002 1.110740 0.000002
0.074277 0.000676 0.000676 0.000002 293.278477 0.000477
0.075660 0.000708 0.000708 0.000002 23.924847 0.000042
0.076915 0.000556 0.000556 0.000002 1.739113 0.000003
0.078226 0.000771 0.000772 0.000002 1890.742096 0.003970
0.079767 0.000769 0.000770 0.000002 1794.273294 0.003758
0.081242 0.000706 0.000707 0.000002 2054.492201 0.004059
0.082767 0.000810 0.000810 0.000002 -0.213400 -0.000001
0.084355 0.000778 0.000778 0.000002 161.599561 0.000379
0.085851 0.000718 0.000719 0.000002 703.186716 0.001518
0.087400 0.000834 0.000835 0.000002 1119.900901 0.002509
0.088950 0.000706 0.000706 0.000002 0.019096 0.000000
0.090519 0.000852 0.000853 0.000002 1250.064281 0.003052
0.092170 0.000799 0.000800 0.000002 1190.296723 0.002885
0.093712 0.000743 0.000743 0.000002 29.821344 0.000067
0.095269 0.000816 0.000816 0.000002 933.185928 0.002072
0.096716 0.000641 0.000641 0.000002 177.096235 0.000329
0.098075 0.000719 0.000720 0.000002 3394.702272 0.006742
0.099540 0.000746 0.000746 0.000002 0.039764 0.000000
0.101032 0.000747 0.000747 0.000002 782.593038 0.001554
0.102531 0.000752 0.000751 0.000002 12.141839 0.000024
0.103902 0.000626 0.000627 0.000002 722.544829 0.001261
0.105292 0.000733 0.000734 0.000002 2791.884799 0.005062
0.106670 0.000649 0.000649 0.000002 136.886328 0.000248
0.108053 0.000738 0.000739 0.000002 933.502712 0.001776
0.109406 0.000622 0.000622 0.000002 10.803135 0.000018
0.110721 0.000696 0.000697 0.000002 1344.118997 0.002353
0.112215 0.000802 0.000803 0.000002 1186.543886 0.002563
0.113659 0.000650 0.000651 0.000002 1026.042623 0.001901
0.114981 0.000672 0.000673 0.000002 420.068763 0.000793
0.116441 0.000791 0.000793 0.000002 2450.211806 0.005923
0.118052 0.000819 0.000819 0.000002 36.375031 0.000085
0.119584 0.000716 0.000716 0.000002 622.639345 0.001163
0.120844 0.000540 0.000540 0.000002 552.389269 0.000850
0.122149 0.000788 0.000788 0.000002 250.959457 0.000538
0.123672 0.000735 0.000736 0.000002 1945.027432 0.004235
0.125189 0.000782 0.000782 0.000002 206.188156 0.000468
0.126788 0.000817 0.000818 0.000002 1102.550025 0.002475
0.128294 0.000694 0.000694 0.000002 1.631746 0.000003
0.129744 0.000757 0.000758 0.000002 2381.381911 0.004900
0.131224 0.000724 0.000724 0.000002 3.583197 0.000007
0.132746 0.000801 0.000802 0.000002 2130.607871 0.004475
0.134217 0.000674 0.000675 0.000002 1886.470766 0.003570
0.135665 0.000777 0.000777 0.000002 0.021153 0.000000
0.137217 0.000679 0.000679 0.000002 459.152806 0.000907
0.138708 0.000818 0.000819 0.000002 1406.455234 0.003060
0.140235 0.000711 0.000711 0.000002 141.799793 0.000297
0.141696 0.000751 0.000751 0.000002 863.324193 0.001917
0.143311 0.000817 0.000817 0.000002 0.016693 0.000000
0.144875 0.000744 0.000744 0.000002 537.760581 0.001090
0.146293 0.000672 0.000672 0.000002 888.843749 0.001696
0.147757 0.000796 0.000796 0.000002 1153.608348 0.002511
0.149374 0.000718 0.000719 0.000002 2543.500011 0.005136
0.150753 0.000661 0.000662 0.000002 83.183450 0.000150
0.152111 0.000697 0.000698 0.000002 736.324212 0.001270
0.153449 0.000643 0.000643 0.000002 169.885047 0.000269
0.154680 0.000589 0.000590 0.000002 833.891335 0.001278
0.155904 0.000637 0.000637 0.000002 10.979159 0.000018
0.157272 0.000736 0.000736 0.000002 538.158951 0.000984
0.158672 0.000667 0.000667 0.000002 1559.120465 0.003061
0.160125 0.000793 0.000793 0.000002 487.987891 0.001031
0.161630 0.000714 0.000715 0.000002 2189.435716 0.004472
0.163063 0.000720 0.000720 0.000002 42.371051 0.000083
0.164495 0.000714 0.000715 0.000002 1271.944730 0.002699
0.165954 0.000980 0.000770 0.000002 516.331327 0.001167
0.167438 0.000736 0.000736 0.000002 877.646278 0.001783
0.168872 0.000699 0.000699 0.000002 253.624004 0.000466
0.170339 0.000770 0.000771 0.000002 466.073776 0.000958
0.171847 0.000738 0.000738 0.000002 112.383319 0.000223
0.173238 0.000656 0.000656 0.000002 3.389662 0.000006
0.174590 0.000697 0.000697 0.000002 1380.952043 0.002643
0.176054 0.000768 0.000768 0.000002 329.947106 0.000688
0.177600 0.000778 0.000779 0.000002 1561.399482 0.003411
0.179089 0.000960 0.000723 0.000002 245.995054 0.000533
0.180499 0.000710 0.000710 0.000002 718.453651 0.001455
0.181904 0.000694 0.000695 0.000002 913.859594 0.001779
0.183322 0.000724 0.000725 0.000002 1632.713136 0.002929
0.184537 0.000509 0.000510 0.000001 1285.391944 0.001821
0.185783 0.000762 0.000762 0.000002 1096.164965 0.002178
0.187185 0.000645 0.000645 0.000002 0.055919 0.000000
0.188555 0.000726 0.000726 0.000002 251.431221 0.000466
0.190001 0.000720 0.000720 0.000002 219.190638 0.000417
0.191411 0.000688 0.000688 0.000002 852.620900 0.001587
