Grain x, y, Radius, Tesselation area, Stress 22, M22 
0.000728 0.000727 0.000727 0.000002 1474.794447 0.003310
0.002219 0.000761 0.000761 0.000002 333.159034 0.000689
0.003631 0.000653 0.000653 0.000002 0.021170 0.000000
0.005093 0.000780 0.000780 0.000002 219.591373 0.000468
0.006541 0.000642 0.000642 0.000002 0.029727 0.000000
0.007953 0.000776 0.000776 0.000002 429.218393 0.000887
0.009358 0.000636 0.000636 0.000002 158.821653 0.000288
0.010618 0.000619 0.000619 0.000002 0.007613 0.000000
0.012092 0.000842 0.000842 0.000002 198.470041 0.000460
0.013652 0.000714 0.000713 0.000002 0.000000 0.000000
0.015183 0.000808 0.000809 0.000002 312.957515 0.000678
0.016685 0.000698 0.000698 0.000002 79.535800 0.000163
0.018242 0.000862 0.000861 0.000002 0.000000 0.000000
0.019689 0.000587 0.000587 0.000002 481.244413 0.000910
0.021096 0.000818 0.000817 0.000002 0.000000 0.000000
0.022620 0.000705 0.000706 0.000002 189.178740 0.000366
0.024023 0.000696 0.000696 0.000002 246.219000 0.000494
0.025504 0.000783 0.000783 0.000002 152.291110 0.000312
0.026978 0.000690 0.000690 0.000002 0.006737 0.000000
0.028356 0.000686 0.000687 0.000002 128.192314 0.000238
0.029690 0.000648 0.000648 0.000002 347.653898 0.000613
0.031002 0.000661 0.000661 0.000002 32.753827 0.000062
0.032444 0.000770 0.000770 0.000002 398.902730 0.000825
0.033832 0.000626 0.000626 0.000002 96.100415 0.000168
0.035141 0.000684 0.000684 0.000002 87.868995 0.000175
0.036611 0.000955 0.000811 0.000002 5.531372 0.000013
0.038061 0.000667 0.000667 0.000002 323.577517 0.000612
0.039356 0.000628 0.000628 0.000002 163.027575 0.000293
0.040816 0.000867 0.000851 0.000003 114.472896 0.000287
0.042352 0.000694 0.000694 0.000002 115.554172 0.000233
0.043801 0.000756 0.000755 0.000002 2.533196 0.000005
0.045171 0.000622 0.000622 0.000002 96.994814 0.000166
0.046422 0.000629 0.000629 0.000002 -1.904472 -0.000003
0.047767 0.000719 0.000719 0.000002 116.323460 0.000232
0.049059 0.001135 0.000638 0.000002 161.427791 0.000355
0.050355 0.000722 0.000722 0.000002 -0.148762 -0.000000
0.051781 0.000703 0.000703 0.000002 385.807786 0.000735
0.053207 0.000722 0.000722 0.000002 55.496762 0.000104
0.054594 0.000666 0.000666 0.000002 1141.621172 0.002132
0.055968 0.000709 0.000709 0.000002 65.907068 0.000123
0.057452 0.000776 0.000776 0.000002 76.767986 0.000166
